,name,id,category,photoURL,ingredients
355,Tipperary,17828,Cocktail,https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg,"['Irish Whiskey', 'Sweet Vermouth', 'Green Chartreuse']"
356,The Galah,178350,Cocktail,https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg,"['Dark Rum', 'Campari', 'Creme De Banane', 'Pineapple Juice', 'Lime Juice']"
357,Turkeyball,15006,Shot,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,"['Wild Turkey', 'Amaretto', 'Pineapple juice']"
358,Tom Collins,12402,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg,"['Gin', 'Lemon juice', 'Sugar', 'Club soda', 'Maraschino cherry', 'Orange']"
359,Tomato Tang,12726,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,"['Tomato juice', 'Lemon juice', 'Celery salt']"
360,Thai Coffee,12782,Coffee / Tea,https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,"['Coffee', 'Coriander', 'Cardamom', 'Sugar', 'Whipping cream', 'Ice']"
361,Texas Sling,15639,Milk / Float / Shake,https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,"['Kahlua', 'Irish cream', 'Amaretto', '151 proof rum', 'Cream']"
362,Tequila Fizz,12362,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,"['Tequila', 'Lemon juice', 'Grenadine', 'Egg white', 'Ginger ale']"
363,Tequila Sour,12370,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,"['Tequila', 'Lemon', 'Powdered sugar', 'Lemon', 'Cherry']"
364,Talos Coffee,14860,Coffee / Tea,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,"['Grand Marnier', 'Coffee']"
365,Tennesee Mud,15515,Coffee / Tea,https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,"['Coffee', 'Jack Daniels', 'Amaretto', 'Whipped cream']"
366,Turf Cocktail,12418,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,"['Dry Vermouth', 'Gin', 'Anis', 'Bitters', 'Orange peel']"
367,Thai Iced Tea,12786,Coffee / Tea,https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,"['Tea', 'Water', 'Condensed milk', 'Ice', 'Mint']"
368,The Last Word,17247,Cocktail,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg,"['Green Chartreuse', 'Maraschino Liqueur', 'Lime Juice']"
369,The Laverstoke,17824,Cocktail,https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg,"['Gin', 'Elderflower cordial', 'Rosso Vermouth', 'Tonic Water', 'Lime', 'Ginger', 'Mint']"
370,Tuxedo Cocktail,12420,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,"['Dry Vermouth', 'Gin', 'Maraschino liqueur', 'Anis', 'Orange bitters', 'Cherry']"
371,Tequila Sunrise,13621,Cocktail,https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,"['Tequila', 'Orange juice', 'Grenadine']"
372,Tequila Slammer,178307,Shot,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg,"['Tequila', '7-up']"
373,The Philosopher,178330,Cocktail,https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg,"['Gin', 'Melon Liqueur', 'Orange Bitters', 'Lemon Juice', 'Prosecco']"
374,Thai Iced Coffee,12784,Coffee / Tea,https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,"['Coffee', 'Sugar', 'Cream', 'Cardamom']"
375,Tequila Surprise,14602,Shot,https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,"['Tequila', 'Tabasco sauce']"
376,The Jimmy Conway,17826,Cocktail,https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg,"['Irish Whiskey', 'Amaretto', 'Cranberry Juice']"
377,Texas Rattlesnake,15178,Shot,https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,"['Yukon Jack', 'Cherry brandy', 'Southern Comfort', 'Sweet and sour']"
378,Victor,12450,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,"['Gin', 'Sweet Vermouth', 'Brandy']"
379,Vesper,17218,Cocktail,https://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,"['Gin', 'Vodka', 'Lillet Blanc']"
380,Vesuvio,12444,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,"['Light rum', 'Sweet Vermouth', 'Lemon', 'Powdered sugar', 'Egg white']"
381,Veteran,12446,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,"['Dark rum', 'Cherry brandy']"
382,Vampiro,17217,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,"['Tequila', 'Tomato Juice', 'Orange Juice', 'Lime Juice', 'Sugar Syrup', 'Salt']"
383,Van Vleet,12436,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,"['Light rum', 'Maple syrup', 'Lemon juice']"
384,Vodka Fizz,16967,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,"['Vodka', 'Half-and-half', 'Limeade', 'Ice', 'Nutmeg']"
385,Vodka Martini,14167,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,"['Vodka', 'Dry Vermouth', 'Olive']"
386,Vodka Russian,15403,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,"['Vodka', 'Schweppes Russchian']"
387,Vermouth Cassis,12442,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,"['Dry Vermouth', 'Creme de Cassis', 'Carbonated water']"
388,Victory Collins,12452,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,"['Vodka', 'Lemon juice', 'Grape juice', 'Powdered sugar', 'Orange']"
389,Vodka And Tonic,12460,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,"['Vodka', 'Tonic water']"
390,Valencia Cocktail,12434,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,"['Apricot brandy', 'Orange juice', 'Orange bitters']"
391,Whisky Mac,12518,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,"['Scotch', 'Wine']"
392,Wine Punch,13058,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,"['Red wine', 'Lemon', 'Orange juice', 'Orange', 'Pineapple juice']"
393,White Lady,17194,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,"['Gin', 'Triple Sec', 'Lemon Juice']"
394,Wine Cooler,13056,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,"['Red wine', 'Lemon-lime soda', 'Ice']"
395,Winter Rita,178347,Beer,https://www.thecocktaildb.com/images/media/drink/fwpd0v1614006733.jpg,"['Tequila', 'Campari', 'Lime Juice', 'Orange Juice', 'Rosemary Syrup', 'Salt']"
396,Whiskey Sour,11004,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/hbkfsh1589574990.jpg,"['Blended whiskey', 'Lemon', 'Powdered sugar', 'Cherry', 'Lemon']"
397,White Russian,12528,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,"['Vodka', 'Coffee liqueur', 'Light cream']"
398,Winter Paloma,178348,Cocktail,https://www.thecocktaildb.com/images/media/drink/u5f0pz1614007748.jpg,"['Tequila', 'Grapefruit Juice', 'Lime Juice', 'Agave Syrup', 'Pepper']"
399,Whitecap Margarita,16158,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,"['Ice', 'Tequila', 'Cream of coconut', 'Lime juice']"
400,White Wine Sangria,178326,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/hnuod91587851576.jpg,"['Lime', 'lemon', 'White Wine', 'Strawberries', 'Apple', 'Apple Brandy', 'Soda Water']"
401,Waikiki Beachcomber,12474,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,"['Triple sec', 'Gin', 'Pineapple juice']"
402,Yellow Bird,17219,Cocktail,https://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,"['White Rum', 'Galliano', 'Triple Sec', 'Lime Juice']"
403,Yoghurt Cooler,12728,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,"['Yoghurt', 'Fruit', 'Ice']"
404,Zorro,15328,Coffee / Tea,https://www.thecocktaildb.com/images/media/drink/kvvd4z1485621283.jpg,"['Sambuca', 'Baileys irish cream', 'White Creme de Menthe']"
405,Zinger,14888,Soft Drink / Soda,https://www.thecocktaildb.com/images/media/drink/iixv4l1485620014.jpg,"['Peachtree schnapps', 'Surge']"
406,Zoksel,15691,Soft Drink / Soda,https://www.thecocktaildb.com/images/media/drink/ft8ed01485620930.jpg,"['Beer', 'Root beer', 'Lemonade', 'Coca-Cola', '7-Up', 'Creme de Cassis', 'Lemon']"
407,Zombie,17241,Cocktail,https://www.thecocktaildb.com/images/media/drink/2en3jk1509557725.jpg,"['Rum', 'Gold rum', '151 proof rum', 'Pernod', 'Grenadine', 'Lime Juice', 'Angostura Bitters']"
408,Zambeer,15933,Soft Drink / Soda,https://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,"['Sambuca', 'Root beer', 'Ice']"
409,Zorbatini,16963,Cocktail,https://www.thecocktaildb.com/images/media/drink/wtkqgb1485621155.jpg,"['Vodka', 'Ouzo']"
410,Zenmeister,15254,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/qyuvsu1479209462.jpg,"['Jägermeister', 'Root beer']"
411,Zipperhead,16942,Shot,https://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,"['Chambord raspberry liqueur', 'Vodka', 'Soda water']"
412,Zima Blaster,17027,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/1wifuv1485619797.jpg,"['Zima', 'Chambord raspberry liqueur']"
413,Zizi Coin-coin,14594,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/0fbo2t1485620752.jpg,"['Cointreau', 'Lemon juice', 'Ice', 'Lemon']"
414,Zippy's Revenge,14065,Cocktail,https://www.thecocktaildb.com/images/media/drink/1sqm7n1485620312.jpg,"['Amaretto', 'Rum', 'Kool-Aid']"
415,Zimadori Zinger,15801,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/bw8gzx1485619920.jpg,"['Midori melon liqueur', 'Zima']"
416,Ziemes Martini Apfelsaft,14157,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/xnzr2p1485619687.jpg,"['Vermouth', 'Apple juice']"
